standard_name,description_brief,external_details_URL,summary
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,https://www.reactome.org/content/detail/R-HSA-6814122,"The chaperonin complex TRiC/CCT is needed for the proper folding of all five G-protein beta subunits (Wells et al. 2006). TRiC/CCT cooperates with the phosducin-like protein PDCL (commonly known as PhLP or PhLP1), which interacts with both TRiC/CCT and G-protein beta subunits 1-5 (GNB1, GNB2, GNB3, GNB4, GNB5) (Dupre et al. 2007, Howlett et al. 2009). PDCL enables completion of G-protein beta folding by TRiC/CCT, promotes release of folded G-protein beta subunits 1-4 (GNB1, GNB2, GNB3, GNB4) from the chaperonin complex, and facilitates the formation of the heterodimeric G-protein beta:gamma complex between G-protein beta subunits 1-4 and G-protein gamma subunits 1-12 (Lukov et al. 2005, Lukov et al. 2006, Howlett et al. 2009, Lai et al. 2013, Plimpton et al. 2015, Xie et al. 2015). In the case of G-protein beta 5 (GNB5), PDCL stabilizes the interaction of GNB5 with the TRiC/CCT and promotes GNB5 folding, thus positively affecting formation of GNB5 dimers with RGS family proteins (Howlett et al. 2009, Lai et al. 2013, Tracy et al. 2015). However, over-expression of PDCL interferes with formation of GNB5:RGS dimers as PDCL and RGS proteins bind to the same regions of the GNB5 protein (Howlett et al. 2009)."
REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM,Glycerophospholipid catabolism,https://www.reactome.org/content/detail/R-HSA-6814848,"Reactions grouped in this pathway because of their shared chemistry - the hydrolysis of various phosphatidyl inositols and related phospholipids. They differ, however, in the tissues in which they occur and in their likely physiological roles. The activities of PNPLA6 and GDPD5 annotated here, for example, are especially prominent in kidney cells where the choline they generate plays a role in protecting cells from osmotic stress (Burg et al. 2007). Expression of others may be correlated with specific developmental events (Corda et al. 2013)."
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION,Assembly of the ORC complex at the origin of replication,https://www.reactome.org/content/detail/R-HSA-68616,"Human ORC1 can associate with DNA origin of replication sites independently of other origin of replication complex (ORC) subunits (Hoshina et al. 2013; Eladl et al. 2021). ORC1 localizes to condensed chromosomes during early mitosis (M phase) and serves as a nucleating center for the assembly of the ORC and, subsequently, the pre-replication complex. ORC1 remains associated with late replication origins throughout late G1. Upon S phase entry, ORC1 undergoes ubiquitin-mediated degradation, leading to dissociation of the ORC from chromatin (Kara et al. 2015).Most human replication origins contain guanine (G)-rich sequences which may form G-quadruplex (G4) structures (Besnard et al. 2012) and these G4 structures may mediate the recognition of replication origins by ORC1 (Hoshina et al. 2013; Eladl et al. 2021). Besides binding to nucleosome-free replication origin DNA, ORC1 interacts with neighboring nucleosomes (Hizume et al. 2013), in particular with nucleosomes containing histone H4 dimethylated at lysine 21 (H4K20me2 mark), which is enriched at replication origins. Binding of ORC1 to H4K20me2 facilitates ORC1 binding to replication origins and ORC chromatin loading (Kuo et al. 2012, Zhang et al. 2015).ORC1 binding sites are universally associated with transcription start sites (TSSs) of coding and non-coding RNAs. Replication origins associated with moderate to high transcription level TSSs (belonging to coding RNAs) fire in early S phase, while those associated with low transcription level TSSs (belonging to non-coding RNAs) fire throughout the S phase (Dellino et al. 2013).ORC2 forms a heterodimer with ORC3, which is a prerequisite for the association of ORC5 and, subsequently, ORC4 (Ranjan and Gossen 2006; Siddiqui and Stillman 2007). ORC1 binds to the ORC(2-5) complex in the nucleus to form a stable ORC(1-5) complex (Radichev et al. 2006; Ghosh et al. 2011). ORC1 is necessary for the association of the ORC(2-5) complex to chromatin (Radichev et al. 2006). The ORC(2-5) complex exhibits a tightly autoinhibited conformation, with the winged-helix domain (WHD) of ORC2 completely blocking the central DNA-binding channel. Binding of ORC1 remodels the WHD of ORC2, moving it away from the central channel and partially relieving the autoinhibition (Cheng et al. 2020, Jaremko et al. 2020). ORC6 associates with the ORC(1-5) complex to form the ORC(1-6) complex (Ghosh et al. 2011). The association of ORC6 with the ORC(1-5) complex is weak and it frequently does not co-immunoprecipitate with the other ORC(1-5) subunits. ORC4 is the only ORC(1-5) subunit that was shown to directly bind to ORC6 (Radichev et al. 2006). Some ORC6 mutations reported in Meier-Gorlin syndrome were shown to interfere with ORC6 incorporation into the ORC (Balasov et al. 2015)."
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX,CDC6 association with the ORC:origin complex,https://www.reactome.org/content/detail/R-HSA-68689,"Cdc6 is a regulator of DNA replication initiation in both yeasts and human cells (Mendez and Stillman 2000), but its mechanism of action differs between the two systems. Genetic studies in budding yeast (S. cerevisiae) and fission yeast (S. pombe) indicate that the normal function of Cdc6 protein is required to restrict DNA replication to once per cell cycle. Specifically, Cdc6 may function as an ATPase switch linked to Mcm2-7:Cdt1 association with the Cdc6:ORC:origin complex (Lee and Bell 2000). In S. cerevisiae, Cdc6 protein is expressed late in the M phase of the cell cycle and, in cells with a prolonged G1 phase, late in G1. This protein has a short half-life, and is destroyed by ubiquitin-mediated proteolysis, mediated by the SCF complex (Piatti et al. 1995, Drury et al. 1997, Drury et al. 2000, Perkins et al. 2001). Human Cdc6 protein levels are reduced early in G1 but otherwise are constant throughout the cell cycle (Petersen et al. 2000). Some reports have suggested that after cells enter S phase, Cdc6 is phosphorylated, excluded from the nucleus and subject to ubiquitination and degradation (Saha et al. 1998, Jiang et al. 1999, Petersen et al. 1999). Replenishing Cdc6 protein levels during G1 appears to be regulated by E2F transcription factors (Yan et al. 1998)."
REACTOME_MITOTIC_PROPHASE,Mitotic Prophase,https://www.reactome.org/content/detail/R-HSA-68875,"During prophase, the chromatin in the nucleus condenses, and the nucleolus disappears.  Centrioles begin moving to the opposite poles or sides of the cell. Some of the fibers that extend from the centromeres cross the cell to form the mitotic spindle."
REACTOME_MITOTIC_PROMETAPHASE,Mitotic Prometaphase,https://www.reactome.org/content/detail/R-HSA-68877,"The dissolution of the nuclear membrane marks the beginning of the prometaphase. Kinetochores are created when proteins attach to the centromeres. Microtubules then attach at the kinetochores, and the chromosomes begin to move to the metaphase plate. "
REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS,Mitotic Telophase/Cytokinesis,https://www.reactome.org/content/detail/R-HSA-68884,"In this final phase of mitosis, new membranes are formed around two sets of chromatids and two daughter cells are formed. The chromosomes and the spindle fibers disperse, and the fiber ring around the center of the cell, composed of actin, contracts, pinching the cell into two daughter cells."
REACTOME_M_PHASE,M Phase,https://www.reactome.org/content/detail/R-HSA-68886,"Mitosis, or the M phase, involves nuclear division and cytokinesis, where two identical daughter cells are produced.  Mitosis involves prophase, prometaphase, metaphase, anaphase, and telophase.  Finally, cytokinesis leads to cell division.  The phase between two M phases is called the interphase; it encompasses the G1, S, and G2 phases of the cell cycle."
REACTOME_G2_PHASE,G2 Phase,https://www.reactome.org/content/detail/R-HSA-68911,"This is one of two 'gap' phases in the standard eukaryotic mitotic cell cycle. It is the interval between the completion of DNA synthesis and the beginning of mitosis. Protein synthesis occurs in this phase, following DNA replication in the S phase. This is the time when the cell stockpiles on the cytoplasmic contents, before mitosis and cytokinesis occur (Mitchison 2003, Kaldis 2016)."
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,Orc1 removal from chromatin,https://www.reactome.org/content/detail/R-HSA-68949,Mammalian Orc1 protein is phosphorylated and selectively released from chromatin and ubiquitinated during the S-to-M transition in the cell division cycle.
REACTOME_DNA_REPLICATION_INITIATION,DNA replication initiation,https://www.reactome.org/content/detail/R-HSA-68952,"DNA polymerases are not capable of de novo DNA synthesis and require synthesis of a primer, usually by a DNA-dependent RNA polymerase (primase) to begin DNA synthesis. In eukaryotic cells, the primer is synthesized by DNA polymerase alpha:primase. First, the DNA primase portion of this complex synthesizes approximately 6-10 nucleotides of RNA primer and then the DNA polymerase portion synthesizes an additional 20 nucleotides of DNA (Frick &amp; Richardson 2002; Wang et al 1984)."
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,Activation of the pre-replicative complex,https://www.reactome.org/content/detail/R-HSA-68962,"In S. cerevisiae, two ORC subunits, Orc1 and Orc5, both bind ATP, and Orc1 in addition has ATPase activity. Both ATP binding and ATP hydrolysis appear to be essential functions in vivo. ATP binding by Orc1 is unaffected by the association of ORC with origin DNA (ARS) sequences, but ATP hydrolysis is ARS-dependent, being suppressed by associated double-stranded DNA and stimulated by associated single-stranded DNA. These data are consistent with the hypothesis that ORC functions as an ATPase switch, hydrolyzing bound ATP and changing state as DNA unwinds at the origin immediately before replication. It is attractive to speculate that ORC likewise functions as a switch as human pre-replicative complexes are activated, but human Orc proteins are not well enough characterized to allow the model to be critically tested. mRNAs encoding human orthologs of all six Orc proteins have been cloned, and ATP-binding amino acid sequence motifs have been identified in Orc1, Orc4, and Orc5. Interactions among proteins expressed from the cloned genes have been characterized, but the ATP-binding and hydrolyzing properties of these proteins and complexes of them have not been determined."
REACTOME_DNA_REPLICATION_PRE_INITIATION,DNA Replication Pre-Initiation,https://www.reactome.org/content/detail/R-HSA-69002,"Although, DNA replication occurs in the S phase of the cell cycle, the formation of the DNA replication pre-initiation complex begins during  G1 phase."
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,Switching of origins to a post-replicative state,https://www.reactome.org/content/detail/R-HSA-69052,"Switching of origins to a post-replicative state involves the removal of Orc1 from chromatin, CDK-mediated phosphorylation and removal of Cdc6, and the rearrangement and mobilization of Mcm2-7."
REACTOME_POLYMERASE_SWITCHING,Polymerase switching,https://www.reactome.org/content/detail/R-HSA-69091,"After the primers are synthesized, Replication Factor C binds to the 3'-end of the initiator DNA to trigger polymerase switching. The non-processive nature of pol alpha catalytic activity and the tight binding of Replication Factor C to the primer-template junction presumably lead to the turnover of the pol alpha:primase complex. After the Pol alpha-primase primase complex is displaced from the primer, the proliferating cell nuclear antigen (PCNA) binds to form a ""sliding clamp"" structure. Replication Factor C then dissociates, and DNA polymerase delta binds and catalyzes the processive synthesis of DNA."
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND,Processive synthesis on the lagging strand,https://www.reactome.org/content/detail/R-HSA-69183,"The key event that allows the processive synthesis on the lagging strand, is polymerase switching from pol alpha to pol delta, as on the leading strand. However, the processive synthesis on the lagging strand proceeds very differently. DNA synthesis is discontinuous, and involves the formation of short fragments called the Okazaki fragments. During the synthesis of Okazaki fragments, the RNA primer is folded into a single-stranded flap, which is removed by endonucleases. This is followed by the ligation of adjacent Okazaki fragments."
REACTOME_LAGGING_STRAND_SYNTHESIS,Lagging Strand Synthesis,https://www.reactome.org/content/detail/R-HSA-69186,"Due to the antiparallel nature of DNA, DNA polymerization is unidirectional, and one strand is synthesized discontinuously. This strand is called the lagging strand. Although the polymerase switching on the lagging strand is very similar to that on the leading strand, the processive synthesis on the two strands proceeds quite differently. Short DNA fragments, about 100 bases long, called Okazaki fragments are synthesized on the RNA-DNA primers first. Strand-displacement synthesis occurs, whereby the primer-containing 5'-terminus of the adjacent Okazaki fragment is folded into a single-stranded flap structure. This flap structure is removed by endonucleases, and the adjacent Okazaki fragments are joined by DNA ligase."
